customer_id,first_name,last_name,gender,birth_date,signup_date,city,country,income_level
140,Richard,Sanchez,M,1955-03-14,2022-11-19,Chicago,USA,medium
141,Angela,Cooper,F,1989-06-22,2023-02-09,Los Angeles,USA,medium
142,Michael,Chavez,M,2007-02-08,2023-08-26,New York,USA,high
143,Jennifer,Stewart,F,1970-07-15,2022-09-10,Houston,USA,low
144,Hannah,Lee,F,1993-08-28,2024-11-07,New York,USA,high
145,Brittany,Wolf,F,1993-06-06,2022-10-30,Los Angeles,USA,low
146,Marissa,Phillips,F,1985-11-30,2024-12-09,Los Angeles,USA,low
147,Jean,Martinez,F,1973-05-30,2022-11-27,Chicago,USA,high
148,Kelly,Raymond,M,1956-09-12,2022-03-01,Los Angeles,USA,medium
149,Curtis,Smith,F,1988-02-03,2024-04-04,Phoenix,USA,medium
150,Matthew,Sheppard,F,1969-05-10,2023-06-09,Chicago,USA,medium
151,Danny,Jones,F,1967-09-01,2024-08-01,Chicago,USA,medium
152,Glenda,Hernandez,F,1980-05-07,2023-09-24,Los Angeles,USA,medium
153,Christopher,Wright,F,1997-04-11,2024-11-05,New York,USA,medium
154,Caitlin,Montgomery,M,1983-11-12,2023-04-01,Houston,USA,low
155,Rebekah,Evans,M,1995-05-25,2023-02-21,Chicago,USA,high
156,Ashley,Brown,M,1985-06-23,2023-04-15,Los Angeles,USA,high
157,Kathryn,Garrett,F,2005-03-03,2022-04-19,Houston,USA,medium
158,John,Arnold,F,1968-04-24,2022-03-30,Houston,USA,medium
159,Hannah,Harrison,F,1962-08-01,2023-03-24,Chicago,USA,low
160,Justin,Heath,M,1956-01-06,2022-11-12,Houston,USA,medium
161,Joseph,Moody,F,1958-01-21,2022-09-13,New York,USA,high
162,James,Wilson,M,1985-07-18,2024-05-30,New York,USA,medium
163,Joseph,Thomas,M,1966-03-14,2022-06-13,Houston,USA,low
164,Brooke,Holloway,M,1957-06-12,2024-05-17,New York,USA,medium
165,Taylor,Torres,M,2003-02-09,2023-04-26,Phoenix,USA,low
166,Amber,Kim,M,1975-08-14,2022-10-26,Los Angeles,USA,medium
167,Jessica,Munoz,M,1985-12-24,2024-08-31,Chicago,USA,high
168,Emily,Valencia,M,1955-08-28,2022-09-08,Phoenix,USA,low
169,Kathy,Underwood,F,1985-05-27,2022-01-23,New York,USA,low
170,Gregory,Stone,M,1984-10-28,2024-04-15,Phoenix,USA,medium
171,Wendy,Graham,F,1977-09-21,2022-11-01,New York,USA,low
172,Theodore,Ortiz,F,1997-06-10,2024-11-27,New York,USA,medium
173,Eugene,Jenkins,M,1971-04-21,2022-04-25,Houston,USA,medium
174,Richard,Hodges,M,1980-07-18,2023-12-27,Houston,USA,medium
175,Johnny,Wilson,F,1956-03-25,2022-04-07,Houston,USA,high
176,Mallory,Smith,F,1995-03-25,2024-08-05,Houston,USA,medium
177,Brian,Stone,M,2000-05-12,2023-05-21,New York,USA,medium
178,Scott,Williams,F,1987-04-14,2023-06-30,Los Angeles,USA,low
179,Keith,Gilmore,F,1968-06-09,2022-05-24,Phoenix,USA,medium
180,Crystal,Lloyd,M,1979-12-23,2022-02-01,New York,USA,medium
181,Alexander,Russell,M,1991-11-26,2022-12-07,Houston,USA,medium
182,Daniel,Valentine,F,1966-03-12,2024-07-10,Chicago,USA,high
183,Sarah,Carter,F,1988-08-12,2022-06-18,New York,USA,medium
184,Timothy,Kennedy,F,1991-09-03,2023-03-31,Chicago,USA,high
185,James,Greene,M,1978-06-30,2022-06-08,New York,USA,high
186,Chad,Barton,F,1993-11-02,2022-05-30,New York,USA,medium
187,Kristin,Adams,F,1999-07-27,2023-01-08,Phoenix,USA,low
188,Mary,Carpenter,F,1954-06-03,2024-03-06,Houston,USA,medium
189,Sean,Washington,F,1989-04-06,2024-08-05,Chicago,USA,medium
190,Nicholas,Cantu,M,1971-11-27,2024-04-15,Phoenix,USA,medium
191,John,Reyes,F,2000-05-16,2024-12-09,Los Angeles,USA,high
192,Louis,Kennedy,M,1999-08-27,2023-03-26,New York,USA,medium
193,Vanessa,Sparks,M,2002-09-12,2023-02-22,Phoenix,USA,high
194,Tammie,Martinez,F,1988-11-03,2022-06-16,New York,USA,low
195,Craig,Kirk,M,2005-06-13,2022-12-30,Chicago,USA,low
196,Alexis,Thomas,M,1959-07-28,2024-09-23,New York,USA,low
197,Charles,Harrington,F,2000-06-11,2024-11-28,Phoenix,USA,low
198,Raymond,Miller,F,1968-05-01,2023-11-14,Chicago,USA,low
199,Amanda,Finley,M,1971-09-13,2024-01-09,Phoenix,USA,medium
200,Tony,Weaver,M,1987-07-04,2024-08-29,Los Angeles,USA,medium
201,Gabrielle,Mitchell,F,1987-01-04,2022-09-15,Chicago,USA,medium
202,Tiffany,Hodges,F,1966-05-05,2022-04-09,Phoenix,USA,medium
203,Garrett,Evans,F,1991-08-04,2022-04-21,Phoenix,USA,low
204,Brian,Howard,F,1955-10-27,2022-12-22,Chicago,USA,medium
205,Robert,Maldonado,M,1977-02-10,2022-09-25,New York,USA,low
206,Chelsea,Reyes,M,1963-10-30,2022-07-11,Los Angeles,USA,medium
207,Brandy,Hall,M,1990-06-29,2023-06-29,Chicago,USA,low
208,Elizabeth,Nolan,M,1988-02-04,2023-05-19,Houston,USA,medium
209,Amy,Jones,M,1978-12-11,2022-11-11,Houston,USA,medium
210,Kevin,Hayden,M,2004-05-19,2024-12-17,New York,USA,medium
211,Kevin,Kidd,M,1990-11-15,2023-05-16,New York,USA,medium
212,Patrick,Howard,F,1999-07-06,2022-04-27,Phoenix,USA,medium
213,Andrew,Greer,M,1969-12-19,2024-02-05,Chicago,USA,low
214,Michelle,Osborne,F,1975-04-07,2022-01-09,Los Angeles,USA,high
215,Julie,Wall,M,2005-11-20,2024-09-24,New York,USA,medium
216,Jerry,Pham,M,2002-02-21,2024-04-29,Houston,USA,medium
217,John,Campos,M,1965-11-22,2022-07-28,Chicago,USA,medium
218,Derrick,Davis,M,1994-12-17,2024-01-16,Los Angeles,USA,low
219,Kristina,Johnson,M,1987-07-17,2022-02-13,Chicago,USA,medium
220,Renee,Murphy,M,1973-08-15,2022-05-24,New York,USA,low
221,Kristin,Walter,M,1976-04-22,2022-08-08,Phoenix,USA,low
222,Joseph,Martin,F,1973-09-04,2023-07-04,Houston,USA,medium
223,Tammy,Phillips,M,2002-09-24,2024-10-30,Chicago,USA,low
224,Taylor,Jones,F,2000-06-01,2024-05-30,Houston,USA,medium
225,Erica,Craig,F,1994-04-03,2022-09-05,Chicago,USA,medium
226,Angela,Davis,F,1975-05-08,2024-07-15,Houston,USA,low
227,David,Richardson,M,1975-03-14,2022-10-17,New York,USA,medium
228,Parker,Little,M,1993-12-25,2022-10-15,Houston,USA,medium
229,Thomas,Harvey,F,1973-12-21,2024-01-09,Phoenix,USA,medium
230,Chelsea,Holland,M,2004-04-09,2022-12-26,Phoenix,USA,low
231,Jacqueline,Banks,F,1987-12-18,2023-05-24,New York,USA,high
232,Benjamin,Ferrell,M,1960-06-20,2022-02-19,Phoenix,USA,medium
233,Amanda,Price,M,1960-06-09,2022-09-15,Houston,USA,high
234,Heather,Fernandez,F,1973-12-13,2024-11-05,Chicago,USA,high
235,Nicole,Pena,M,1985-05-31,2024-03-06,Chicago,USA,medium
236,Sheila,Ramirez,F,1998-06-21,2023-11-06,New York,USA,medium
237,Sean,Young,M,1990-11-14,2022-08-26,Chicago,USA,medium
238,Michael,Winters,M,1973-07-04,2024-12-10,New York,USA,medium
239,Joshua,Donaldson,F,1988-06-17,2022-03-08,Chicago,USA,high
240,Christopher,Lewis,M,2004-07-31,2024-06-21,Phoenix,USA,medium
241,Brent,Cook,F,1988-03-06,2024-11-29,Phoenix,USA,medium
242,Jamie,Gallegos,F,2006-09-10,2024-05-11,Phoenix,USA,low
243,Lisa,Hall,M,1983-08-29,2023-10-05,New York,USA,medium
244,Caitlin,Ramirez,F,1995-04-30,2024-05-13,Chicago,USA,high
245,Amber,Lindsey,M,2006-06-09,2024-12-17,Los Angeles,USA,high
246,David,Howard,M,1960-02-10,2024-08-06,Chicago,USA,high
247,Alfred,Baker,M,1996-01-27,2023-10-07,Chicago,USA,high
248,Daniel,Brown,M,1961-01-01,2023-04-06,Los Angeles,USA,low
249,Brittney,Hayes,M,1978-01-16,2023-02-01,New York,USA,medium
250,Jessica,Kerr,F,1966-01-10,2023-11-05,Phoenix,USA,low
251,Dawn,Johnson,F,1989-03-17,2022-11-27,Phoenix,USA,low
252,Ronald,Rodriguez,F,2007-03-18,2024-07-16,Chicago,USA,medium
253,Rachel,Morris,F,1992-01-16,2023-05-01,Chicago,USA,medium
254,Claudia,Richards,M,1962-02-23,2022-05-19,Los Angeles,USA,high
255,Carla,Phillips,F,1992-01-11,2023-02-22,New York,USA,medium
256,Laura,Wilson,F,1981-01-29,2023-04-17,Phoenix,USA,high
257,Andrea,Glenn,M,1988-12-25,2024-08-19,Los Angeles,USA,low
258,Robert,Wilcox,M,1977-01-29,2024-08-30,New York,USA,high
259,Larry,Edwards,F,1975-06-02,2024-03-09,Chicago,USA,high
260,Gloria,Wells,M,1967-10-18,2024-11-10,Houston,USA,medium
261,Ryan,Garner,M,1959-02-13,2022-04-04,New York,USA,medium
262,Brian,Frye,F,1974-01-13,2022-05-23,New York,USA,high
263,Robert,Russo,F,1984-01-21,2024-01-04,Los Angeles,USA,low
264,Ruth,Williams,M,2004-03-01,2023-04-09,Houston,USA,medium
265,Dale,Romero,M,1969-07-12,2022-12-09,New York,USA,low
266,Melanie,Bell,M,1962-06-27,2023-06-12,New York,USA,medium
267,Joshua,Perez,F,1983-10-08,2022-05-06,New York,USA,low
268,Katrina,Howell,F,1977-01-10,2023-09-07,New York,USA,low
269,Chelsea,Barrett,M,1990-01-22,2023-09-02,Phoenix,USA,medium
270,Joshua,Farmer,F,1991-01-15,2022-02-01,Houston,USA,low
271,Howard,Thomas,M,2003-02-16,2023-01-20,Phoenix,USA,medium
272,Joyce,Bonilla,M,1989-02-14,2022-03-18,New York,USA,high
273,Nicholas,Chavez,F,1959-02-24,2023-08-04,Houston,USA,low
274,Mark,Pugh,F,1962-08-18,2022-12-08,Chicago,USA,medium
275,Eric,Webster,M,1985-11-19,2024-08-25,Chicago,USA,low
276,Scott,Coleman,F,1956-12-03,2022-03-31,Los Angeles,USA,low
277,Jason,Hunt,F,1986-06-17,2023-03-30,Houston,USA,high
278,Erika,Watkins,F,1972-07-30,2022-05-02,Los Angeles,USA,low
279,Jeffrey,Joyce,M,1982-03-19,2022-12-04,Chicago,USA,low
280,Sierra,Saunders,F,1957-03-10,2022-08-12,Chicago,USA,high
281,David,Jimenez,M,1994-10-14,2022-11-13,Chicago,USA,low
282,Amanda,Hall,M,1977-02-09,2022-05-22,Chicago,USA,high
283,Michael,Sanders,F,1983-11-24,2024-01-02,Chicago,USA,low
284,Steve,Miller,F,1993-08-12,2023-04-23,Houston,USA,medium
285,Richard,Bowman,F,1970-11-17,2023-04-16,Los Angeles,USA,medium
286,Tammy,Jackson,M,1969-08-18,2023-03-20,Phoenix,USA,low
287,Hannah,Cox,M,2004-07-04,2023-05-19,New York,USA,medium
288,Ryan,Morales,F,1977-06-06,2022-04-26,Chicago,USA,low
289,Julie,Walker,F,1958-06-15,2024-08-11,Chicago,USA,medium
290,Cynthia,Schmidt,M,1995-07-31,2022-03-25,Houston,USA,medium
291,Michael,Mullen,F,1964-07-24,2024-04-29,Phoenix,USA,high
292,Curtis,Scott,F,1988-06-29,2022-06-11,New York,USA,medium
293,Katherine,Jones,M,1963-06-25,2022-06-17,Phoenix,USA,high
294,Steven,Elliott,F,2004-09-14,2023-11-19,Los Angeles,USA,high
295,Nicole,Day,F,1984-12-30,2024-01-16,Los Angeles,USA,low
296,Tasha,Stewart,M,2006-07-28,2022-12-20,Houston,USA,high
297,Crystal,Hogan,F,1977-08-04,2023-05-29,Houston,USA,high
298,Charles,Murray,F,1985-08-18,2023-01-21,New York,USA,medium
299,Justin,Newman,M,1956-04-12,2023-02-08,Chicago,USA,medium
300,Brooke,Cruz,F,2006-01-31,2022-04-09,New York,USA,medium
301,Joanne,Williams,F,1985-01-16,2024-11-10,Phoenix,USA,low
302,Jacob,Jacobs,F,2002-06-19,2023-09-18,Los Angeles,USA,high
303,Shannon,Shepherd,M,1980-11-09,2024-11-14,Los Angeles,USA,low
304,Christopher,Lucas,F,1998-08-31,2024-12-11,Los Angeles,USA,high
305,Vickie,Warren,M,1956-05-11,2024-02-14,Chicago,USA,medium
306,Samantha,Hughes,M,1986-08-09,2023-02-03,Chicago,USA,high
307,Brian,Mccoy,M,1995-05-02,2024-01-14,Phoenix,USA,low
308,Angela,Hughes,M,1972-01-09,2022-12-28,Los Angeles,USA,medium
309,Tamara,Morrison,F,1967-08-23,2024-07-21,Phoenix,USA,medium
310,Elizabeth,Rangel,M,1962-04-03,2022-03-31,Phoenix,USA,high
311,Eileen,Anderson,F,1970-09-23,2023-12-20,Houston,USA,high
312,Angelica,Schneider,M,1991-11-08,2022-04-03,Houston,USA,high
313,Jacqueline,Valentine,F,1971-09-11,2022-05-20,Chicago,USA,medium
314,Clarence,Santiago,M,2007-02-19,2024-09-26,Phoenix,USA,medium
315,Kyle,Bean,M,1981-03-27,2022-01-20,Houston,USA,medium
316,James,Cooke,M,1972-05-25,2024-04-18,Phoenix,USA,low
317,Kristin,Romero,M,1962-07-01,2022-11-20,Chicago,USA,high
318,Alisha,Stanley,M,1982-11-22,2024-03-19,Phoenix,USA,high
319,Carla,Moore,F,2000-09-25,2023-11-08,Los Angeles,USA,medium
320,Colleen,Orr,M,1963-11-14,2024-01-29,Chicago,USA,medium
321,Michael,Ball,M,1992-07-04,2022-02-17,Phoenix,USA,high
322,Karen,Bowers,F,2005-09-03,2023-10-31,Phoenix,USA,medium
323,Tammy,Mueller,F,1966-09-08,2022-09-19,New York,USA,low
324,Erika,Hudson,M,2002-03-13,2022-08-01,Phoenix,USA,medium
325,Kimberly,Shaw,F,1977-08-21,2024-04-22,Phoenix,USA,low
326,James,Jacobs,F,1976-06-22,2022-06-27,Los Angeles,USA,high
327,Timothy,Watson,M,2000-07-21,2022-02-27,Houston,USA,low
328,Zachary,Martinez,F,2003-10-21,2024-02-18,Houston,USA,medium
329,Shannon,Palmer,F,1958-09-24,2022-06-25,Chicago,USA,medium
330,Renee,Velasquez,M,1998-05-01,2022-04-11,Chicago,USA,high
331,Robert,Sanders,F,2001-03-03,2024-10-15,Phoenix,USA,medium
332,Christopher,Walker,F,1974-02-08,2023-02-27,Houston,USA,low
333,Jennifer,Rogers,F,1971-03-06,2022-04-19,Los Angeles,USA,low
334,Samantha,Kennedy,M,1962-01-10,2022-02-11,Phoenix,USA,medium
335,Taylor,Gilbert,M,1998-05-02,2024-04-10,Phoenix,USA,medium
336,Jason,Hernandez,F,2002-04-18,2022-01-21,Houston,USA,high
337,Rodney,Parsons,M,2004-02-12,2023-10-29,Chicago,USA,medium
338,John,Fowler,M,1966-11-18,2022-05-14,Phoenix,USA,medium
339,Mary,Porter,M,1987-04-18,2022-03-10,Phoenix,USA,medium
340,Bailey,Higgins,F,1982-09-11,2023-11-23,Houston,USA,medium
341,Michael,Duncan,M,1969-09-21,2022-01-02,Phoenix,USA,low
342,Alexandra,Ward,F,1964-03-19,2024-01-02,Los Angeles,USA,high
343,Kristin,Romero,M,2004-10-24,2023-08-19,Chicago,USA,low
344,Bradley,Hughes,M,1955-05-13,2024-08-14,Chicago,USA,medium
345,Michael,Jones,F,1974-01-26,2024-03-29,Phoenix,USA,medium
346,Dale,Perkins,F,1967-01-24,2023-12-21,Los Angeles,USA,high
347,Michael,Morgan,F,1994-05-22,2022-05-27,Chicago,USA,medium
348,Gail,Pollard,F,1988-05-09,2024-06-28,Los Angeles,USA,medium
349,Dennis,Baldwin,F,1979-08-25,2022-07-19,New York,USA,low
350,James,Moody,M,2004-04-18,2022-02-10,Phoenix,USA,medium
351,Kyle,Sanders,F,2001-03-26,2022-12-12,Phoenix,USA,medium
352,Benjamin,Lucas,F,1997-07-02,2023-06-03,Phoenix,USA,medium
353,Brandon,Rios,F,1969-06-13,2024-08-02,Houston,USA,high
354,Samuel,Ross,F,1968-10-06,2024-05-25,New York,USA,high
355,Matthew,Lopez,M,1977-08-04,2024-11-13,Phoenix,USA,medium
356,Laura,Adams,F,1990-12-19,2023-02-07,Phoenix,USA,medium
357,Ryan,Carney,M,1958-08-31,2023-04-10,Los Angeles,USA,low
358,Curtis,Murphy,F,1963-11-07,2022-11-18,New York,USA,medium
359,Jennifer,Jackson,F,1969-12-14,2023-05-04,Houston,USA,medium
360,Jessica,Buck,M,1977-10-24,2023-05-05,New York,USA,medium
361,Danielle,Moody,F,1986-11-15,2023-04-22,Houston,USA,medium
362,Richard,Palmer,F,1957-04-29,2024-01-05,Houston,USA,high
363,Anthony,Allison,M,1994-01-11,2022-06-25,Chicago,USA,medium
364,David,Young,M,1990-03-23,2023-04-25,Chicago,USA,medium
365,Stacy,Johnson,F,1988-06-24,2023-02-01,Chicago,USA,medium
366,Nathan,Wallace,F,1962-06-02,2023-05-08,Houston,USA,medium
367,Michael,Edwards,F,1958-05-12,2022-05-31,New York,USA,medium
368,Anthony,Lopez,M,1969-01-20,2024-11-17,Chicago,USA,high
369,David,Hampton,M,1981-09-22,2024-09-27,New York,USA,low
